3.529150964309465954e-01	3.272481406355645661e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	3.667953667953668256e-02	1.000000000000000000e+00	2.830188679245282946e-01	6.353083156140451604e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.279242731575388592e-01	2.506155878135987378e-02	3.286004056795132078e-01	5.000000000000000000e-01	3.333333333333333148e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.142857142857143016e-01	1.250000000000000000e-01	5.000000000000000000e-01	2.500000000000000000e-01	5.000000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	1.666666666666666574e-01	1.000000000000000000e+00	5.252391949851533681e-01	2.460759493670885978e-01	7.500000000000000000e-01	1.000000000000000000e+00	1.428571428571428492e-01	1.000000000000000000e+00	1.584057230454777587e-01	2.999999999999999889e-01	2.000000000000000111e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.333333333333333148e-01	1.000000000000000000e+00	2.838474234864648005e-01	5.000000000000000000e-01	5.000000000000000000e-01	2.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.529150964309465954e-01	3.272481406355645661e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	3.667953667953668256e-02	1.000000000000000000e+00	2.830188679245282946e-01	6.353083156140451604e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.279242731575388592e-01	2.506155878135987378e-02	3.286004056795132078e-01	5.000000000000000000e-01	3.333333333333333148e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.142857142857143016e-01	1.250000000000000000e-01	5.000000000000000000e-01	2.500000000000000000e-01	5.000000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	1.666666666666666574e-01	1.000000000000000000e+00	5.252391949851533681e-01	2.455696202531645611e-01	7.500000000000000000e-01	1.000000000000000000e+00	7.142857142857142461e-02	5.000000000000000000e-01	3.422755918923522378e-01	1.000000000000000056e-01	8.000000000000000444e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.333333333333333148e-01	1.000000000000000000e+00	2.838474234864648005e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	7.808333333333333792e-01	0.000000000000000000e+00	7.098484848484848397e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.529150964309465954e-01	3.272481406355645661e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	3.667953667953668256e-02	1.000000000000000000e+00	2.830188679245282946e-01	6.353083156140451604e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.279242731575388592e-01	2.506155878135987378e-02	3.286004056795132078e-01	5.000000000000000000e-01	3.333333333333333148e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.142857142857143016e-01	1.250000000000000000e-01	5.000000000000000000e-01	2.500000000000000000e-01	5.000000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	1.666666666666666574e-01	1.000000000000000000e+00	5.252391949851533681e-01	2.460759493670885978e-01	7.500000000000000000e-01	1.000000000000000000e+00	2.142857142857142738e-01	1.000000000000000000e+00	3.419349344234372534e-01	2.000000000000000111e-01	8.000000000000000444e-01	0.000000000000000000e+00	0.000000000000000000e+00	6.666666666666666297e-01	1.000000000000000000e+00	2.832776237767230532e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.437153624473509028e-01	3.786342123056118947e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	4.247104247104246944e-02	1.000000000000000000e+00	2.830188679245282946e-01	1.872018849491408413e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.793103448275861878e-01	4.270194771157146546e-03	3.793103448275861878e-01	5.000000000000000000e-01	3.333333333333333148e-01	2.000000000000000111e-01	5.000000000000000000e-01	7.142857142857143016e-01	1.250000000000000000e-01	1.000000000000000000e+00	5.000000000000000000e-01	5.000000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	5.000000000000000000e-01	1.000000000000000000e+00	5.115473441108544517e-01	2.840506329113924311e-01	7.500000000000000000e-01	1.000000000000000000e+00	1.428571428571428492e-01	5.000000000000000000e-01	2.709362402770680855e-01	2.999999999999999889e-01	8.000000000000000444e-01	0.000000000000000000e+00	1.000000000000000000e+00	6.666666666666666297e-01	1.000000000000000000e+00	2.831640411855758654e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.250000000000000056e-01	0.000000000000000000e+00	6.136363636363636326e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.437153624473509028e-01	3.786342123056118947e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	4.247104247104246944e-02	1.000000000000000000e+00	2.830188679245282946e-01	1.872018849491408413e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.793103448275861878e-01	4.270194771157146546e-03	3.793103448275861878e-01	5.000000000000000000e-01	3.333333333333333148e-01	2.000000000000000111e-01	5.000000000000000000e-01	7.142857142857143016e-01	1.250000000000000000e-01	1.000000000000000000e+00	5.000000000000000000e-01	5.000000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	5.000000000000000000e-01	1.000000000000000000e+00	5.115473441108544517e-01	4.516455696202531511e-01	1.000000000000000000e+00	1.000000000000000000e+00	2.142857142857142738e-01	5.000000000000000000e-01	2.353091466530403686e-01	2.999999999999999889e-01	8.000000000000000444e-01	0.000000000000000000e+00	1.000000000000000000e+00	6.666666666666666297e-01	1.000000000000000000e+00	2.832776237767230532e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.437153624473509028e-01	3.786342123056118947e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	4.247104247104246944e-02	1.000000000000000000e+00	2.830188679245282946e-01	1.872018849491408413e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.793103448275861878e-01	4.270194771157146546e-03	3.793103448275861878e-01	5.000000000000000000e-01	3.333333333333333148e-01	2.000000000000000111e-01	5.000000000000000000e-01	7.142857142857143016e-01	1.250000000000000000e-01	1.000000000000000000e+00	5.000000000000000000e-01	5.000000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	5.000000000000000000e-01	1.000000000000000000e+00	5.115473441108544517e-01	2.840506329113924311e-01	7.500000000000000000e-01	1.000000000000000000e+00	7.142857142857142461e-02	1.000000000000000000e+00	6.371997956055186485e-01	1.000000000000000056e-01	8.000000000000000444e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.333333333333333148e-01	1.000000000000000000e+00	2.832589449120659353e-01	5.000000000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.748392817557082757e-01	3.989181879648411311e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	0.000000000000000000e+00	1.000000000000000000e+00	5.471698113207547065e-01	7.337221998735704576e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.995943204868154242e-01	5.018178192180760416e-02	3.995943204868154242e-01	5.000000000000000000e-01	3.333333333333333148e-01	5.999999999999999778e-01	7.500000000000000000e-01	7.142857142857143016e-01	1.250000000000000000e-01	5.000000000000000000e-01	2.500000000000000000e-01	5.000000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	1.666666666666666574e-01	3.333333333333333148e-01	5.039590894094357898e-01	2.992405063291139200e-01	7.500000000000000000e-01	1.000000000000000000e+00	3.571428571428571508e-01	1.000000000000000000e+00	8.996195991597115416e-02	5.000000000000000000e-01	8.000000000000000444e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.333333333333333148e-01	1.000000000000000000e+00	5.481222269433000394e-01	5.000000000000000000e-01	1.000000000000000000e+00	2.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.748392817557082757e-01	3.989181879648411311e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	0.000000000000000000e+00	1.000000000000000000e+00	5.471698113207547065e-01	7.337221998735704576e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	3.995943204868154242e-01	5.018178192180760416e-02	3.995943204868154242e-01	5.000000000000000000e-01	3.333333333333333148e-01	5.999999999999999778e-01	7.500000000000000000e-01	7.142857142857143016e-01	1.250000000000000000e-01	5.000000000000000000e-01	2.500000000000000000e-01	5.000000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	1.666666666666666574e-01	3.333333333333333148e-01	5.039590894094357898e-01	8.769620253164557289e-01	1.000000000000000000e+00	1.000000000000000000e+00	2.857142857142856984e-01	5.000000000000000000e-01	2.890194742519729965e-01	9.000000000000000222e-01	8.000000000000000444e-01	0.000000000000000000e+00	0.000000000000000000e+00	6.666666666666666297e-01	1.000000000000000000e+00	5.519232815633190459e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.005098647749945229e-02	4.266396213657877023e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	2.316602316602316483e-02	1.000000000000000000e+00	3.962264150943396457e-01	9.585655996781794475e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	4.888438133874239422e-01	1.781619012901741392e-02	4.273157538877619954e-01	1.000000000000000000e+00	3.333333333333333148e-01	4.000000000000000222e-01	5.000000000000000000e-01	1.428571428571428492e-01	1.250000000000000000e-01	1.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	0.000000000000000000e+00	5.000000000000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00	5.029693170570769256e-01	3.200000000000000067e-01	7.500000000000000000e-01	1.000000000000000000e+00	7.142857142857142461e-02	1.000000000000000000e+00	2.103559870550161803e-01	1.000000000000000056e-01	8.000000000000000444e-01	0.000000000000000000e+00	0.000000000000000000e+00	6.666666666666666297e-01	1.000000000000000000e+00	3.966147482277719849e-01	5.000000000000000000e-01	5.000000000000000000e-01	7.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.390600753713145510e-01	1.724137931034482873e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.333333333333333148e-01	3.667953667953668256e-02	1.000000000000000000e+00	4.905660377358490587e-01	3.315901384977874844e-02	1.000000000000000000e+00	2.300648782956793949e-05	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	1.730899256254225804e-01	4.371400228230938600e-02	1.730899256254225804e-01	5.000000000000000000e-01	3.333333333333333148e-01	5.000000000000000000e-01	7.500000000000000000e-01	2.857142857142856984e-01	1.250000000000000000e-01	5.000000000000000000e-01	2.500000000000000000e-01	5.000000000000000000e-01	1.666666666666666574e-01	1.666666666666666574e-01	1.666666666666666574e-01	1.000000000000000000e+00	5.046189376443418473e-01	1.296202531645569700e-01	7.500000000000000000e-01	1.000000000000000000e+00	5.714285714285713969e-01	1.000000000000000000e+00	9.796741043547380068e-02	2.999999999999999889e-01	8.000000000000000444e-01	0.000000000000000000e+00	0.000000000000000000e+00	6.666666666666666297e-01	1.000000000000000000e+00	4.923299676157542604e-01	5.000000000000000000e-01	5.000000000000000000e-01	2.500000000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
